Airline,Percent Leisure Travelers, Average Business Fare , Average Leisure Fare ,Utilization,How advertised,Gate fees charged to each passenger,Gallons of Fuel Used,Origin City,Destination City,Domestic Flight
SC Airlines,54.6%, $585.78 , $381.49 ,78.8%,None,$18.21,6628,SFO,DTW,TRUE
Columbia,91.5%, $853.56 , $348.91 ,71.6%,Billboard,$0.00,6872,SEA,MDW,TRUE
SC Airlines,80.0%, $870.06 , $359.09 ,60.8%,None,$19.58,7691,MIA,LAS,TRUE
Columbia,87.0%," $1,199.08 ", $258.78 ,91.7%,Billboard,$0.00,7211,EWR,LAS,TRUE
SC Airlines,85.7%," $1,714.59 ", $578.83 ,72.4%,Television,$15.23,15633,MSP,JFK,FALSE
Columbia,87.3%, $805.17 , $190.76 ,67.9%,None,$0.00,7817,BWI,IAH,TRUE
Columbia,93.4%," $1,159.07 ", $418.25 ,85.5%,Billboard,$0.00,7561,TPA,LAX,TRUE
Columbia,85.5%, $865.88 , $296.00 ,79.8%,Billboard,$0.00,6513,LAX,FLL,TRUE
SC Airlines,61.3%, $996.50 , $334.69 ,60.1%,Billboard,$23.24,6069,MSP,BWI,TRUE
Columbia,100.0%," $1,061.04 ", $413.76 ,88.5%,Billboard,$0.00,6995,JFK,MCO,TRUE
Columbia,97.6%, $747.02 , $252.86 ,85.6%,None,$0.00,6803,ATL,LAX,TRUE
SC Airlines,77.4%," $2,039.93 ", $390.02 ,74.0%,Television,$16.22,12117,MCO,TPA,FALSE
SC Airlines,62.6%, $848.84 , $368.32 ,62.8%,Billboard,$21.34,6018,MSP,MIA,TRUE
SC Airlines,55.8%, $937.17 , $432.03 ,69.4%,Billboard,$22.43,7165,PHL,SFO,TRUE
SC Airlines,68.9%, $997.43 , $258.80 ,60.8%,None,$18.14,6970,PHL,DTW,TRUE
Columbia,92.9%, $752.27 , $287.74 ,91.6%,Billboard,$0.00,7462,LAS,JFK,TRUE
Columbia,90.8%," $1,049.14 ", $273.45 ,70.6%,None,$0.00,7915,BWI,MCO,TRUE
SC Airlines,54.7%, $966.96 , $443.29 ,79.4%,Billboard,$20.93,6486,CLT,LAX,TRUE
SC Airlines,56.8%, $935.66 , $358.01 ,63.4%,Billboard,$22.33,6751,PHL,MSP,TRUE
Columbia,84.3%, $692.33 , $231.62 ,72.9%,None,$0.00,6426,SLC,ORD,TRUE
Columbia,75.3%, $661.33 , $290.79 ,89.7%,None,$0.00,7193,JFK,ATL,TRUE
SC Airlines,52.2%, $563.88 , $361.64 ,70.3%,None,$22.44,6969,BWI,EWR,TRUE
Columbia,88.8%, $776.16 , $213.34 ,69.8%,None,$0.00,7620,BNA,BNA,TRUE
SC Airlines,66.2%," $1,366.71 ", $355.57 ,81.3%,Billboard,$17.81,6134,SFO,LAX,TRUE
SC Airlines,63.5%," $1,024.79 ", $596.07 ,100.0%,Billboard,$19.44,7292,HKG,SEA,TRUE
SC Airlines,62.2%," $1,181.34 ", $488.10 ,80.7%,Billboard,$22.33,6129,MSP,JFK,TRUE
Columbia,75.6%, $806.77 , $329.34 ,69.5%,Billboard,$0.00,6149,ORD,DFW,TRUE
SC Airlines,61.1%," $1,049.06 ", $402.02 ,66.4%,Billboard,$17.64,6540,DFW,DEN,TRUE
Columbia,84.4%, $723.30 , $196.82 ,67.7%,None,$0.00,6510,IAH,PHL,TRUE
Columbia,71.9%, $945.91 , $309.31 ,79.7%,None,$0.00,6703,SFO,DFW,TRUE
SC Airlines,65.9%," $1,100.57 ", $628.96 ,100.0%,Television,$19.91,7191,FCO,CGK,TRUE
SC Airlines,62.2%, $833.73 , $293.45 ,80.1%,Billboard,$16.90,7775,MDW,FCO,TRUE
Columbia,81.6%," $1,092.07 ", $391.84 ,85.8%,Billboard,$0.00,6697,MSP,SFO,TRUE
SC Airlines,51.8%, $948.92 , $438.00 ,86.2%,Billboard,$21.99,7927,CDG,DTW,TRUE
SC Airlines,48.8%, $477.02 , $261.12 ,65.4%,None,$17.89,6785,IAD,ATL,TRUE
Columbia,97.0%, $530.33 , $373.97 ,75.1%,None,$0.00,7021,SLC,DEN,TRUE
SC Airlines,79.3%," $1,381.23 ", $555.98 ,71.2%,Television,$18.37,14821,IAH,ATL,FALSE
Columbia,83.5%, $544.28 , $341.00 ,81.5%,None,$0.00,6812,DEN,LAS,TRUE
Columbia,91.7%," $1,047.60 ", $228.94 ,84.0%,None,$0.00,6858,LAS,SFO,TRUE
Columbia,87.4%, $830.01 , $312.38 ,71.8%,Billboard,$0.00,7820,SEA,DFW,TRUE
Columbia,63.5%," $1,287.59 ", $289.28 ,91.7%,Billboard,$0.00,6943,DCA,EWR,TRUE
Columbia,86.8%, $827.96 , $281.66 ,74.8%,Billboard,$0.00,7875,FLL,LAS,TRUE
SC Airlines,62.0%," $1,187.82 ", $289.59 ,69.6%,Billboard,$21.66,6319,MCO,ATL,TRUE
SC Airlines,49.2%, $613.39 , $434.60 ,70.4%,Billboard,$23.63,7885,ATL,DTW,TRUE
SC Airlines,59.5%," $1,747.92 ", $443.79 ,68.5%,Billboard,$18.82,15275,DTW,MSP,FALSE
SC Airlines,58.4%," $1,160.74 ", $326.37 ,71.7%,Billboard,$19.96,7790,MCO,MSP,TRUE
SC Airlines,61.7%, $733.33 , $416.01 ,69.6%,Billboard,$24.61,6642,SFO,FLL,TRUE
SC Airlines,86.8%, $805.35 , $315.46 ,64.1%,None,$18.58,7211,LAS,IAH,TRUE
SC Airlines,63.4%," $1,023.20 ", $413.71 ,76.5%,Billboard,$23.16,7964,SFO,ATL,TRUE
Columbia,100.0%, $891.26 , $333.85 ,75.4%,Billboard,$0.00,6044,SAN,AUS,TRUE
SC Airlines,43.8%, $579.50 , $348.19 ,69.3%,Billboard,$16.96,6567,MIA,AMS,TRUE
SC Airlines,61.0%," $1,216.79 ", $298.43 ,71.2%,Billboard,$21.45,7387,MCO,MSP,TRUE
SC Airlines,58.7%," $1,043.38 ", $275.49 ,60.9%,Billboard,$19.94,6538,LAS,MSP,TRUE
Columbia,97.5%," $1,042.31 ", $407.96 ,86.0%,Billboard,$0.00,6117,LGA,MCO,TRUE
SC Airlines,68.9%," $1,307.81 ", $561.68 ,87.9%,Television,$22.48,13618,EWR,SFO,FALSE
SC Airlines,60.6%," $1,125.80 ", $346.70 ,66.9%,Billboard,$18.69,7495,ATL,DTW,TRUE
SC Airlines,57.7%," $2,437.29 ", $654.25 ,82.6%,Television,$16.41,14473,JFK,ATL,FALSE
SC Airlines,70.4%, $749.23 , $329.22 ,87.7%,None,$20.33,7066,SYD,TPA,TRUE
SC Airlines,72.2%, $786.22 , $350.28 ,76.4%,Billboard,$20.51,6918,DCA,TPA,TRUE
SC Airlines,51.4%, $829.80 , $381.86 ,66.0%,Billboard,$20.23,7085,ATL,MSP,TRUE
SC Airlines,68.4%," $1,102.83 ", $299.71 ,75.9%,None,$20.99,7041,DTW,DCA,TRUE
SC Airlines,56.5%, $684.06 , $314.85 ,79.6%,Billboard,$16.57,6409,CAN,PHL,TRUE
SC Airlines,71.8%," $1,242.98 ", $361.41 ,75.7%,Billboard,$16.67,6362,DCA,TPA,TRUE
Columbia,100.0%, $554.84 , $204.83 ,69.9%,None,$0.00,7249,DFW,BNA,TRUE
SC Airlines,53.7%," $1,090.17 ", $277.44 ,71.0%,None,$19.39,6276,ATL,ATL,TRUE
SC Airlines,75.9%, $654.64 , $269.90 ,71.6%,None,$24.77,6091,MSP,MDW,TRUE
SC Airlines,77.8%," $1,169.26 ", $443.37 ,77.8%,Billboard,$24.69,7178,DTW,TPA,TRUE
SC Airlines,65.0%, $671.74 , $367.14 ,80.4%,None,$18.33,7180,MIA,LHR,TRUE
SC Airlines,67.0%," $1,125.15 ", $326.61 ,66.1%,Billboard,$17.02,6432,IAD,MIA,TRUE
SC Airlines,65.3%, $776.58 , $415.09 ,67.6%,Billboard,$22.79,7112,DTW,ORD,TRUE
SC Airlines,53.2%, $559.23 , $302.77 ,64.6%,Billboard,$16.22,7402,DTW,PHL,TRUE
Columbia,77.5%," $1,107.99 ", $267.90 ,77.6%,Billboard,$0.00,6479,LAX,DFW,TRUE
SC Airlines,58.6%," $1,145.28 ", $483.24 ,95.5%,Television,$24.94,7944,DXB,DTW,TRUE
Columbia,84.8%, $780.86 , $194.94 ,68.6%,None,$0.00,6028,PHL,MIA,TRUE
SC Airlines,61.4%," $2,412.17 ", $514.81 ,68.1%,Television,$23.77,14969,ATL,SAN,FALSE
SC Airlines,63.2%, $640.86 , $273.08 ,61.4%,None,$19.25,7671,BNA,LAS,TRUE
Columbia,68.3%, $565.97 , $342.50 ,72.9%,None,$0.00,6467,FLL,ATL,TRUE
SC Airlines,68.5%, $562.77 , $290.46 ,66.8%,Billboard,$22.88,7478,MSP,LAS,TRUE
SC Airlines,78.3%," $1,695.42 ", $648.31 ,74.9%,Television,$16.02,12979,ATL,SFO,FALSE
Columbia,85.5%, $957.49 , $395.55 ,87.6%,Billboard,$0.00,6262,SFO,SAN,TRUE
Columbia,67.5%, $981.16 , $243.96 ,67.7%,Billboard,$0.00,6741,IAH,BNA,TRUE
Columbia,82.8%, $901.22 , $198.65 ,68.8%,None,$0.00,7993,ATL,BWI,TRUE
SC Airlines,48.8%, $787.76 , $343.80 ,85.2%,None,$20.64,6574,DTW,MUC,TRUE
SC Airlines,77.2%, $675.13 , $282.75 ,65.2%,None,$18.12,7678,MSP,FLL,TRUE
SC Airlines,74.5%, $622.12 , $329.02 ,57.1%,Billboard,$21.62,7697,BWI,FLL,TRUE
SC Airlines,59.0%," $1,517.21 ", $372.50 ,69.5%,Billboard,$20.68,12611,BWI,LAX,FALSE
Columbia,84.6%, $573.42 , $259.17 ,75.3%,None,$0.00,6581,ATL,IAH,TRUE
SC Airlines,47.8%," $1,080.99 ", $343.10 ,73.8%,Billboard,$21.24,7907,LAX,MIA,TRUE
Columbia,80.6%," $1,143.28 ", $369.83 ,81.2%,Billboard,$0.00,6204,AUS,IAD,TRUE
Columbia,93.3%, $750.53 , $290.42 ,100.0%,None,$0.00,6795,BOS,JFK,TRUE
SC Airlines,57.4%, $581.62 , $336.36 ,67.2%,None,$20.40,7977,ATL,DEN,TRUE
SC Airlines,66.9%," $1,622.00 ", $504.46 ,66.3%,Television,$19.18,12003,LAS,IAH,FALSE
SC Airlines,70.4%, $744.41 , $275.66 ,69.2%,None,$23.16,6359,DFW,SAN,TRUE
SC Airlines,56.8%," $1,435.18 ", $598.55 ,66.0%,Television,$21.36,15379,DTW,ATL,FALSE
SC Airlines,56.2%, $530.99 , $288.93 ,63.6%,None,$17.24,7833,ATL,MSP,TRUE
Columbia,92.4%, $716.03 , $206.86 ,70.1%,None,$0.00,7582,MIA,ORD,TRUE
Columbia,91.7%, $695.37 , $293.50 ,74.5%,None,$0.00,7210,PHL,SAN,TRUE
Columbia,95.0%, $937.92 , $287.73 ,90.5%,Billboard,$0.00,7515,DTW,LAX,TRUE
Columbia,75.2%, $850.68 , $212.25 ,72.0%,None,$0.00,6003,DFW,SLC,TRUE
SC Airlines,47.4%," $1,044.54 ", $444.69 ,81.4%,Billboard,$23.76,6767,IAD,DTW,TRUE
Columbia,79.1%, $639.34 , $320.96 ,75.1%,None,$0.00,6673,MCO,FLL,TRUE
SC Airlines,46.3%," $1,166.94 ", $280.97 ,69.9%,Billboard,$17.73,6881,MSP,MSP,TRUE
SC Airlines,88.5%, $942.72 , $400.15 ,68.6%,Billboard,$20.93,6666,ATL,MIA,TRUE
SC Airlines,63.3%, $832.27 , $308.25 ,73.3%,None,$19.46,6861,MSP,ATL,TRUE
SC Airlines,54.1%," $1,110.52 ", $404.46 ,71.4%,Billboard,$16.76,6998,LAS,ATL,TRUE
SC Airlines,60.6%," $1,153.82 ", $571.45 ,91.2%,Billboard,$22.66,7331,EWR,BOS,TRUE
Columbia,77.6%," $1,024.35 ", $203.63 ,69.4%,Billboard,$0.00,7816,DFW,PHL,TRUE
Columbia,81.2%," $1,116.88 ", $239.47 ,75.0%,None,$0.00,7548,AUS,MCO,TRUE
Columbia,90.9%, $953.64 , $374.12 ,89.0%,Billboard,$0.00,7865,JFK,ATL,TRUE
SC Airlines,57.9%, $669.90 , $456.53 ,74.0%,Billboard,$22.97,7966,SFO,DTW,TRUE
SC Airlines,58.4%, $657.40 , $380.84 ,67.2%,Billboard,$21.18,6476,MSP,ATL,TRUE
Columbia,100.0%, $767.93 , $386.23 ,88.4%,None,$0.00,6009,SAN,JFK,TRUE
SC Airlines,61.6%," $1,179.23 ", $440.98 ,69.2%,Billboard,$15.10,7467,MCO,MSP,TRUE
SC Airlines,52.2%," $2,773.17 ", $684.39 ,91.9%,Television,$15.89,14202,HND,DTW,FALSE
SC Airlines,49.6%," $2,198.87 ", $420.57 ,74.7%,Television,$23.15,14957,MSP,ATL,FALSE
Columbia,90.6%, $731.66 , $379.58 ,81.7%,Billboard,$0.00,6845,LAS,LAS,TRUE
Columbia,73.5%, $567.59 , $311.37 ,86.5%,None,$0.00,7877,LAX,ATL,TRUE
Columbia,76.2%," $1,006.91 ", $312.42 ,87.0%,None,$0.00,6152,DCA,DEN,TRUE
SC Airlines,68.5%," $2,183.70 ", $561.15 ,66.8%,Television,$23.15,13424,DFW,ATL,FALSE
Columbia,78.3%, $703.40 , $325.80 ,82.3%,Billboard,$0.00,7903,DEN,SFO,TRUE
SC Airlines,63.6%, $832.01 , $482.09 ,80.3%,Billboard,$22.20,7984,ATL,LHR,TRUE
SC Airlines,66.3%, $523.69 , $339.02 ,66.1%,None,$21.15,7893,LAS,MIA,TRUE
Columbia,84.3%, $952.19 , $288.17 ,76.5%,None,$0.00,6979,MIA,MSP,TRUE
SC Airlines,68.7%," $1,271.87 ", $392.65 ,75.5%,Billboard,$18.36,6964,LAX,MDW,TRUE
SC Airlines,61.9%," $1,650.00 ", $593.40 ,66.9%,Television,$16.76,14661,DEN,ATL,FALSE
SC Airlines,57.0%," $1,139.73 ", $410.68 ,69.7%,Billboard,$16.08,6051,MIA,LAS,TRUE
Columbia,92.5%, $881.70 , $251.64 ,90.4%,None,$0.00,6374,SAN,EWR,TRUE
Columbia,72.3%, $667.53 , $341.15 ,91.6%,Billboard,$0.00,7309,BOS,SAN,TRUE
SC Airlines,61.7%," $1,133.75 ", $281.56 ,63.5%,None,$21.07,6230,AUS,DEN,TRUE
SC Airlines,61.2%, $657.65 , $301.99 ,68.5%,None,$23.76,7455,LAS,ATL,TRUE
Columbia,89.1%, $529.72 , $392.94 ,82.7%,Billboard,$0.00,7340,IAD,ORD,TRUE
SC Airlines,70.6%," $1,281.83 ", $435.01 ,78.6%,Billboard,$24.57,6327,ATL,JFK,TRUE
Columbia,98.6%, $633.09 , $240.41 ,75.1%,None,$0.00,6443,ATL,MIA,TRUE
SC Airlines,65.7%, $752.45 , $414.15 ,68.2%,Billboard,$19.83,7641,BWI,CAN,TRUE
Columbia,83.1%, $660.76 , $328.66 ,79.6%,None,$0.00,6164,DEN,MSP,TRUE
SC Airlines,67.1%, $810.80 , $395.20 ,64.7%,Billboard,$21.01,6174,DTW,DTW,TRUE
SC Airlines,52.7%, $752.07 , $361.51 ,64.4%,Billboard,$22.50,6485,FLL,DTW,TRUE
SC Airlines,49.2%," $1,177.55 ", $413.75 ,68.1%,Billboard,$22.80,6409,MCO,ATL,TRUE
SC Airlines,60.4%," $1,089.10 ", $357.26 ,78.2%,Billboard,$24.55,6545,BOS,LAS,TRUE
SC Airlines,70.2%," $1,175.33 ", $482.73 ,73.3%,Billboard,$17.20,15791,DTW,TPA,FALSE
SC Airlines,72.4%, $630.04 , $322.71 ,74.0%,None,$16.00,6409,DTW,SFO,TRUE
Columbia,75.1%, $628.88 , $334.00 ,79.8%,None,$0.00,6686,MCO,LAS,TRUE
SC Airlines,57.9%, $834.09 , $389.06 ,69.4%,Billboard,$19.28,6936,DTW,MSP,TRUE
Columbia,98.7%," $1,121.25 ", $302.01 ,78.0%,None,$0.00,6216,MIA,LGA,TRUE
SC Airlines,56.6%," $1,325.25 ", $334.47 ,50.6%,Billboard,$21.41,14315,IAH,BWI,FALSE
SC Airlines,72.0%," $1,215.65 ", $404.29 ,87.2%,Billboard,$20.27,6092,EWR,ATL,TRUE
SC Airlines,60.2%," $1,173.37 ", $373.21 ,71.1%,Billboard,$22.60,7445,PHX,MSP,TRUE
SC Airlines,52.9%," $1,302.76 ", $328.56 ,77.6%,Billboard,$24.00,7502,DFW,LHR,TRUE
Columbia,81.7%, $971.53 , $365.98 ,75.1%,Billboard,$0.00,7999,DFW,MCO,TRUE
SC Airlines,74.5%," $1,357.65 ", $320.69 ,80.6%,Billboard,$19.71,7588,IAH,MAD,TRUE
SC Airlines,63.9%," $1,138.96 ", $287.91 ,68.1%,None,$15.82,6015,DTW,PHL,TRUE
SC Airlines,72.9%," $1,200.72 ", $435.00 ,77.1%,Billboard,$22.21,6244,FCO,IAH,TRUE
Columbia,100.0%," $1,229.17 ", $351.65 ,88.9%,Billboard,$0.00,6827,BOS,MCO,TRUE
SC Airlines,64.9%, $607.26 , $382.58 ,67.4%,Billboard,$19.14,7878,PHL,SFO,TRUE
Columbia,95.9%," $1,104.08 ", $303.36 ,81.0%,Billboard,$0.00,6330,MCO,LAS,TRUE
SC Airlines,61.6%, $534.05 , $405.13 ,67.7%,None,$20.85,6640,SAN,ORD,TRUE
SC Airlines,68.6%, $827.70 , $319.95 ,63.0%,Billboard,$15.76,6625,ORD,MSP,TRUE
SC Airlines,69.5%," $2,480.42 ", $570.81 ,70.1%,Television,$16.54,13177,MSP,LGA,FALSE
Columbia,72.9%, $634.79 , $214.61 ,74.3%,None,$0.00,6149,BNA,SEA,TRUE
SC Airlines,65.1%," $1,482.49 ", $529.27 ,74.1%,Television,$23.45,12850,LAX,MSP,FALSE
Columbia,84.1%, $919.42 , $340.81 ,69.5%,Billboard,$0.00,6137,DFW,PHL,TRUE
Columbia,81.3%, $671.28 , $250.92 ,70.4%,None,$0.00,7965,DFW,IAH,TRUE
SC Airlines,78.0%," $1,780.58 ", $516.01 ,63.5%,Television,$20.00,14276,SAN,FLL,FALSE
Columbia,87.9%, $494.68 , $368.88 ,77.5%,None,$0.00,6930,SAN,DFW,TRUE
Columbia,95.9%, $815.00 , $392.78 ,85.4%,Billboard,$0.00,7136,TPA,LAX,TRUE
SC Airlines,62.8%, $551.27 , $367.28 ,56.9%,Billboard,$18.62,7340,BNA,MIA,TRUE
SC Airlines,69.1%, $822.69 , $334.43 ,72.0%,None,$19.51,6089,DCA,FLL,TRUE
SC Airlines,68.8%, $864.11 , $272.69 ,61.8%,Billboard,$19.80,7368,MIA,MSP,TRUE
Columbia,92.3%, $641.95 , $394.21 ,83.8%,None,$0.00,7802,SLC,DCA,TRUE
Columbia,81.4%, $815.22 , $248.45 ,72.3%,None,$0.00,7316,LAS,DFW,TRUE
Columbia,68.5%, $989.90 , $237.99 ,71.6%,Billboard,$0.00,6382,IAH,MCO,TRUE
Columbia,97.6%," $1,112.87 ", $289.35 ,81.9%,Billboard,$0.00,7788,PHL,LGA,TRUE
SC Airlines,56.7%," $1,649.90 ", $479.90 ,65.0%,Billboard,$22.41,15550,LAS,MIA,FALSE
Columbia,72.4%," $1,102.87 ", $276.19 ,77.9%,Billboard,$0.00,7739,LAX,MDW,TRUE
SC Airlines,68.8%," $1,092.61 ", $362.49 ,76.8%,Billboard,$19.82,7001,ATL,BOS,TRUE
SC Airlines,61.6%, $838.85 , $391.56 ,67.7%,Billboard,$20.89,7871,CLT,DFW,TRUE
SC Airlines,65.0%," $1,420.34 ", $422.15 ,79.0%,Billboard,$22.80,6155,JFK,LGA,TRUE
SC Airlines,59.7%, $869.87 , $445.08 ,70.1%,Billboard,$24.51,7197,DEN,DTW,TRUE
Columbia,100.0%," $1,213.82 ", $372.14 ,91.2%,Billboard,$0.00,7375,BOS,LAS,TRUE
Columbia,82.1%, $994.77 , $386.97 ,84.8%,Billboard,$0.00,7047,ORD,EWR,TRUE
SC Airlines,71.1%, $953.76 , $309.01 ,71.6%,Billboard,$19.40,7768,MSP,SEA,TRUE
SC Airlines,58.5%," $1,219.26 ", $428.32 ,68.5%,Billboard,$19.10,7594,DTW,MCO,TRUE
Columbia,86.6%, $590.33 , $233.00 ,80.9%,None,$0.00,7397,LAX,DFW,TRUE
SC Airlines,62.4%, $939.25 , $482.75 ,79.5%,Billboard,$24.77,6756,JFK,TPA,TRUE
Columbia,100.0%," $1,094.68 ", $320.79 ,87.7%,None,$0.00,6369,JFK,MCO,TRUE
SC Airlines,80.1%," $1,105.43 ", $344.26 ,73.8%,Billboard,$16.60,7303,MSP,DCA,TRUE
SC Airlines,56.0%, $798.66 , $265.41 ,69.5%,None,$16.01,7803,MSP,DFW,TRUE
Columbia,90.0%, $692.79 , $240.81 ,70.1%,None,$0.00,6068,LAS,BWI,TRUE
Columbia,94.5%," $1,025.81 ", $344.38 ,92.7%,Billboard,$0.00,7492,JFK,LAX,TRUE
Columbia,92.1%, $528.85 , $308.82 ,75.7%,None,$0.00,7662,MCO,DFW,TRUE
Columbia,83.7%," $1,156.13 ", $305.55 ,78.5%,Billboard,$0.00,7111,TPA,LAS,TRUE
SC Airlines,70.3%, $796.25 , $245.87 ,69.5%,None,$17.52,6313,MSP,DEN,TRUE
SC Airlines,54.6%," $1,045.95 ", $581.98 ,93.2%,Television,$16.59,7723,DXB,ATL,TRUE
Columbia,85.4%, $952.47 , $336.10 ,82.5%,Billboard,$0.00,7111,AUS,LAX,TRUE
SC Airlines,70.1%," $1,024.49 ", $286.02 ,66.1%,Billboard,$15.84,7410,ORD,DTW,TRUE
SC Airlines,65.8%," $2,309.01 ", $666.40 ,68.9%,Television,$24.40,12186,SFO,FLL,FALSE
SC Airlines,48.4%," $1,440.50 ", $486.42 ,84.6%,Billboard,$19.17,6848,CDG,ATL,TRUE
SC Airlines,64.0%, $750.30 , $354.20 ,72.9%,None,$20.68,7520,MSP,SFO,TRUE
SC Airlines,55.5%, $442.59 , $365.05 ,61.2%,Billboard,$16.64,7982,ATL,BWI,TRUE
SC Airlines,68.0%, $980.54 , $578.98 ,100.0%,Billboard,$22.83,6306,DXB,BOS,TRUE
SC Airlines,59.9%, $954.68 , $310.30 ,63.6%,Billboard,$22.24,7368,MDW,SLC,TRUE
Columbia,80.7%, $460.94 , $353.92 ,76.7%,None,$0.00,6821,AUS,MSP,TRUE
Columbia,79.3%," $1,072.05 ", $250.06 ,81.6%,Billboard,$0.00,7902,DCA,PHL,TRUE
SC Airlines,71.5%, $631.47 , $366.11 ,84.6%,Billboard,$22.88,6253,FRA,ATL,TRUE
SC Airlines,42.5%," $1,193.57 ", $336.41 ,77.7%,Billboard,$21.77,7662,DTW,MSP,TRUE
SC Airlines,77.8%, $881.03 , $404.77 ,64.0%,Billboard,$16.16,6168,DTW,MDW,TRUE
SC Airlines,77.9%," $1,723.31 ", $545.48 ,97.0%,Television,$15.48,6720,HND,LAX,TRUE
SC Airlines,61.1%, $794.81 , $276.52 ,72.0%,None,$21.35,6923,AUS,MSP,TRUE
SC Airlines,51.0%, $991.00 , $423.13 ,68.1%,Billboard,$22.35,7808,MDW,DTW,TRUE
Columbia,69.6%, $806.26 , $269.60 ,75.9%,None,$0.00,7088,DFW,DEN,TRUE
SC Airlines,51.7%, $574.09 , $397.08 ,77.0%,Billboard,$24.20,6803,MAD,IAH,TRUE
SC Airlines,46.8%," $1,097.27 ", $525.27 ,74.9%,Billboard,$22.43,13198,ATL,ATL,FALSE
Columbia,100.0%," $1,241.26 ", $396.96 ,95.4%,Billboard,$0.00,6444,EWR,LGA,TRUE
SC Airlines,53.8%," $1,061.16 ", $275.29 ,61.6%,Billboard,$23.65,7559,BWI,ATL,TRUE
Columbia,76.8%, $785.18 , $279.64 ,76.6%,None,$0.00,6358,SFO,DFW,TRUE
Columbia,96.7%, $724.04 , $334.17 ,89.2%,None,$0.00,6767,TPA,BOS,TRUE
Columbia,100.0%, $625.88 , $270.15 ,74.3%,None,$0.00,7039,DFW,DEN,TRUE
SC Airlines,52.4%," $1,168.07 ", $357.64 ,76.2%,Billboard,$15.33,7460,LAX,SLC,TRUE
SC Airlines,46.0%, $577.35 , $379.83 ,72.1%,Billboard,$24.10,6216,MSP,ATL,TRUE
Columbia,85.0%, $609.39 , $216.45 ,77.9%,None,$0.00,7715,ORD,DEN,TRUE
Columbia,99.4%," $1,056.84 ", $254.70 ,74.8%,Billboard,$0.00,7485,PHL,MCO,TRUE
SC Airlines,71.8%, $500.48 , $339.63 ,61.6%,Billboard,$23.34,6913,MCO,PHL,TRUE
SC Airlines,50.0%," $1,138.78 ", $399.51 ,65.8%,Billboard,$18.29,6833,DFW,DTW,TRUE
SC Airlines,63.4%," $1,279.59 ", $374.86 ,72.4%,Billboard,$19.48,7051,AMS,DTW,TRUE
Columbia,77.3%, $814.90 , $262.94 ,88.6%,None,$0.00,7266,SAN,JFK,TRUE
SC Airlines,75.0%, $882.32 , $440.22 ,71.8%,Billboard,$16.24,6166,SFO,AUS,TRUE
SC Airlines,48.9%, $634.50 , $318.24 ,65.6%,None,$22.71,7633,MIA,MSP,TRUE
SC Airlines,66.0%, $747.29 , $236.48 ,65.4%,None,$21.00,6211,MSP,MCO,TRUE
SC Airlines,69.0%, $995.14 , $261.73 ,66.1%,Billboard,$18.94,7549,MIA,MCO,TRUE
SC Airlines,70.8%," $1,191.43 ", $305.00 ,75.9%,Billboard,$18.08,6503,MCO,LAX,TRUE
SC Airlines,53.8%," $1,135.57 ", $444.15 ,74.2%,Billboard,$15.80,6723,MSP,IAD,TRUE
Columbia,94.8%," $1,089.64 ", $324.10 ,81.2%,None,$0.00,7707,DFW,JFK,TRUE
SC Airlines,57.4%, $918.79 , $441.83 ,70.3%,Billboard,$20.96,6935,DTW,MSP,TRUE
SC Airlines,57.8%," $1,341.12 ", $595.59 ,81.8%,Television,$17.88,14460,ATL,JFK,FALSE
SC Airlines,70.2%, $914.44 , $349.45 ,64.9%,None,$16.78,7220,ATL,MDW,TRUE
SC Airlines,70.2%," $1,069.95 ", $297.70 ,82.4%,Billboard,$22.03,6047,SEA,EWR,TRUE
Columbia,82.5%," $1,003.99 ", $394.93 ,82.5%,Billboard,$0.00,7481,DEN,DEN,TRUE
SC Airlines,69.3%," $1,052.58 ", $308.20 ,65.3%,Billboard,$20.07,7808,MCO,IAH,TRUE
SC Airlines,78.0%, $483.16 , $321.86 ,65.0%,None,$20.60,7523,ORD,DTW,TRUE
Columbia,76.3%, $746.21 , $182.72 ,66.5%,None,$0.00,7796,AUS,MDW,TRUE
SC Airlines,69.1%," $1,035.98 ", $306.47 ,71.9%,Billboard,$17.41,7150,ATL,LAX,TRUE
Columbia,83.3%," $1,055.04 ", $317.88 ,78.6%,None,$0.00,7327,SEA,MSP,TRUE
Columbia,100.0%, $693.24 , $301.59 ,83.8%,None,$0.00,6029,SAN,DCA,TRUE
SC Airlines,69.3%," $1,109.49 ", $482.91 ,72.0%,Billboard,$23.38,15364,DTW,MSP,FALSE
SC Airlines,63.9%," $1,109.53 ", $313.62 ,88.7%,Billboard,$19.28,6991,SYD,SEA,TRUE
Columbia,66.4%," $1,229.42 ", $244.34 ,84.9%,Billboard,$0.00,6261,LGA,ATL,TRUE
Columbia,97.3%, $714.68 , $251.48 ,75.9%,None,$0.00,7121,MDW,TPA,TRUE
SC Airlines,63.6%, $812.44 , $267.54 ,69.2%,None,$17.47,7349,DEN,ATL,TRUE
SC Airlines,65.3%," $1,188.27 ", $415.30 ,68.8%,Billboard,$19.91,6616,DTW,MSP,TRUE
Columbia,78.3%, $984.69 , $236.17 ,81.1%,Billboard,$0.00,7199,ATL,DEN,TRUE
SC Airlines,52.1%, $744.58 , $478.01 ,82.2%,Billboard,$19.33,6566,MCO,CAN,TRUE
